mysql> SELECT * FROM students WHERE YEAR(date_of_birth) = 1990;
+------+-----------+--------------+------------+---------------+------------------+----------------+---------------------+----------------------------------+
| id   | degree_id | name         | surname    | date_of_birth | fiscal_code      | enrolment_date | registration_number | email                            |
| 4436 |         8 | Cassiopea     | Santoro    | 1985-03-30    | QTRNWP77J04H080F | 2019-01-29     | 624468              | zbattaglia@bernardi.com              |
| 4438 |        30 | Maika         | Fontana    | 1971-11-14    | YDWTAX99X55S570H | 2020-07-25     | 624470              | gmontanari@basile.com                |
| 4439 |        57 | Benedetta     | Riva       | 1994-05-05    | CKWKDE34B69U510J | 2020-02-06     | 624471              | clea67@basile.it                     |
| 4440 |        75 | Kris          | Negri      | 1990-10-21    | TCAHFC11Z65C665U | 2019-03-20     | 624472              | marini.selvaggia@esposito.org        |
| 4441 |        27 | Selvaggia     | D'angelo   | 1977-05-26    | BPULEH27B15I832T | 2019-01-07     | 624473              | jarno68@gmail.com                    |
| 4442 |         7 | Diamante      | Fontana    | 1978-08-24    | MLQSUP47G60L390N | 2019-03-14     | 624474              | fmessina@guerra.it                   |
| 4443 |        17 | Ione          | Ruggiero   | 1983-09-12    | SBPKEN47G45U445M | 2018-07-26     | 624475              | costanzo.longo@email.it              |
| 4444 |        65 | Ciro          | Donati     | 1991-10-03    | SZDNME16E73F022R | 2019-02-22     | 624476              | rocco10@rinaldi.com                  |
| 4445 |        25 | Tosca         | Riva       | 1984-10-25    | IVXOZT57U72M351F | 2020-06-10     | 624477              | dlombardo@yahoo.it                   |
| 4446 |        75 | Gregorio      | Morelli    | 1980-08-18    | FEMLPI54T73N635Z | 2018-10-09     | 624478              | penelope91@orlando.org               |
| 4447 |        32 | Enzo          | Ferrari    | 1984-10-14    | ZCAOCO18H90E052E | 2019-06-02     | 624479              | ermes.conti@libero.it                |
| 4449 |        39 | Giacinta      | Bernardi   | 1991-05-15    | EOGTGH76U22N445O | 2020-04-01     | 624481              | timothy27@libero.it                  |
| 4450 |        50 | Pericle       | Rizzo      | 1985-09-27    | CMIDRH87T16T160N | 2021-01-11     | 624482              | sdonati@libero.it                    |
| 4451 |        39 | Harry         | Battaglia  | 1985-05-26    | TMRCFN52K61Y911O | 2018-09-29     | 624483              | jelena22@basile.it                   |
| 4452 |        49 | Sasha         | Martinelli | 1979-05-23    | MYYQJX41P08X975A | 2020-06-22     | 624484              | caputo.sebastian@libero.it           |
| 4454 |        61 | Gilda         | De Santis  | 1977-10-26    | ZOWXYW77N01B712Y | 2019-11-29     | 624486              | cpiras@yahoo.it                      |
| 4455 |        22 | Guendalina    | Damico     | 1986-08-18    | PPAASY76W26C590V | 2020-07-31     | 624487              | ferretti.lucia@desantis.it           |
| 4456 |        28 | Marco         | Grassi     | 1994-01-16    | VZAMYE98O18F559C | 2021-01-06     | 624488              | arcibaldo.lombardi@marino.it         |
| 4458 |        26 | Evita         | Bianco     | 1994-03-15    | UGKVGR54V84L718W | 2018-10-15     | 624490              | yferri@yahoo.it                      |
| 4459 |        13 | Sue ellen     | Vitale     | 1972-08-05    | JLMQFZ44E59H763Q | 2020-12-06     | 624491              | fatima32@email.it                    |
| 4461 |         8 | Genziana      | Galli      | 1986-02-14    | TKPQMH40M95O588T | 2020-02-09     | 624493              | emanuel.giordano@rizzo.it            |
| 4462 |        28 | Gioacchino    | Gallo      | 1985-10-15    | SWVCNJ53O49S887B | 2019-11-08     | 624494              | benedetta37@battaglia.it             |
| 4463 |        26 | Miriam        | Grassi     | 1984-07-14    | AYCGAO35Q61B332O | 2020-09-22     | 624495              | ksartori@grassi.net                  |
| 4464 |        49 | Graziano      | Longo      | 1976-04-29    | UMTMFS59J67B514D | 2018-07-13     | 624496              | dcostantini@milani.it                |
| 4467 |        46 | Michele       | Martino    | 1983-07-21    | KVPENI71F38V540P | 2019-02-21     | 624499              | martinelli.akira@email.it            |
| 4468 |        33 | Emanuel       | Parisi     | 1991-10-01    | ZGPUBX05V43L206L | 2019-10-22     | 624500              | battaglia.alberto@yahoo.com          |
| 4469 |        11 | Sarita        | Parisi     | 1984-09-28    | ENXXLY72K07C118C | 2020-06-10     | 624501              | neri38@grasso.it                     |
| 4471 |        30 | Noemi         | Ruggiero   | 1987-09-23    | DPMNJA15I35L816X | 2018-10-11     | 624503              | bibiana.rossi@valentini.com          |
| 4472 |        20 | Laura         | Donati     | 1973-09-26    | ADNGRY23K13U419B | 2019-11-30     | 624504              | silverio56@gmail.com                 |
| 4473 |        57 | Giuliano      | Cattaneo   | 1994-02-13    | ZPHOJD94H36U934L | 2018-12-23     | 624505              | greco.violante@rossetti.org          |
| 4474 |        19 | Luce          | Villa      | 1974-01-23    | WKUSKU28U96N807X | 2020-07-18     | 624506              | amonti@donati.it                     |
| 4475 |        33 | Mauro         | De luca    | 1981-03-05    | UYFSOE91F70M758C | 2019-05-07     | 624507              | negri.artes@giuliani.com             |
| 4476 |        42 | Grazia        | Lombardi   | 1991-12-24    | VVYOSB75A58M485E | 2021-04-26     | 624508              | dserra@email.it                      |
| 4477 |        16 | Penelope      | Pellegrino | 1983-01-11    | IWVOIJ56J41G383C | 2018-09-24     | 624509              | deangelis.marina@hotmail.com         |
| 4478 |        30 | Lidia         | Gallo      | 1978-07-11    | IDLVNK21Y78Z866B | 2020-09-03     | 624510              | oferretti@yahoo.it                   |
| 4479 |        71 | Vania         | Rizzo      | 1986-01-21    | ATUGIK77J32P772W | 2021-05-08     | 624511              | pellegrini.lucia@russo.net           |
| 4481 |         6 | Elsa          | Sala       | 1979-01-15    | HFKKFX07K70L258C | 2019-06-27     | 624513              | cattaneo.claudia@grasso.com          |
| 4482 |        56 | Mariano       | Ricci      | 1986-04-10    | AXDIQV24B53C100I | 2020-02-23     | 624514              | bellini.costanzo@neri.com            |
| 4484 |        63 | Tazio         | Barone     | 1972-02-07    | YUOMWC33I06L111G | 2021-04-28     | 624516              | loredana89@montanari.it              |
| 4486 |        23 | Ione          | Orlando    | 1981-07-18    | OTLKOQ61M89P954I | 2018-06-14     | 624518              | obenedetti@email.it                  |
| 4487 |        66 | Quarto        | Ferrara    | 1979-11-04    | HBZSYZ33W62O417C | 2021-06-01     | 624519              | negri.gianantonio@yahoo.it           |
| 4488 |        25 | Tosca         | Russo      | 1977-08-03    | LAHRKU82D32Q966W | 2019-07-12     | 624520              | graziano44@yahoo.it                  |
| 4489 |        15 | Fulvio        | Rizzi      | 1994-03-12    | WZUGJQ57N28Z518X | 2020-10-16     | 624521              | timoteo.bernardi@sala.com            |
| 4490 |        14 | Ian           | Fontana    | 1994-05-09    | THLVPV83F02K308Z | 2018-10-04     | 624522              | neri.noel@orlando.it                 |
| 4491 |        16 | Marieva       | Gatti      | 1976-07-13    | VAIZSQ84Q63J863N | 2018-07-20     | 624523              | soriana69@libero.it                  |
| 4492 |        23 | Selvaggia     | Caruso     | 1980-09-13    | BLURMO73W99U383G | 2021-04-27     | 624524              | maruska14@hotmail.com                |
| 4493 |         3 | Giordano      | Villa      | 1984-06-02    | SJMXAF10A87W678Z | 2020-01-21     | 624525              | fiore.rocco@yahoo.com                |
| 4494 |        45 | Raniero       | Fiore      | 1989-08-05    | WFROFJ22P92N468K | 2019-07-16     | 624526              | tbasile@yahoo.it                     |
| 4495 |        36 | Clea          | Carbone    | 1975-08-02    | PIFVFK29L25Y754O | 2021-05-01     | 624527              | mauro44@bellini.it                   |
| 4496 |        49 | Rita          | Negri      | 1980-05-14    | FLIDXQ83T50W443X | 2020-09-02     | 624528              | galli.eufemia@milani.com             |
| 4497 |         5 | Kociss        | Palumbo    | 1992-09-25    | FSMTKI64X60A419V | 2020-02-15     | 624529              | serra.zelida@neri.com                |
| 4498 |        69 | Helga         | Fiore      | 1977-02-10    | PLROTT27G41B247H | 2021-01-30     | 624530              | druggiero@orlando.it                 |
| 4500 |        73 | Gaetano       | Leone      | 1985-02-08    | FQUBVI47J21M640X | 2019-09-14     | 624532              | lombardo.nestore@gmail.com           |
| 4501 |         6 | Lorenzo       | Palmieri   | 1979-07-17    | ZNDMVY76C09T663K | 2019-11-03     | 624533              | raniero21@pellegrini.it              |
| 4502 |         3 | Antimo        | Carbone    | 1988-06-25    | CTBNKE48K47V014U | 2018-07-19     | 624534              | arcibaldo91@marino.org               |
| 4503 |        23 | Donatella     | Martini    | 1975-07-09    | MYJVGH79N92D818D | 2020-02-28     | 624535              | marzio.ferri@email.it                |
| 4504 |         4 | Grazia        | Negri      | 1975-01-11    | QYIIBO08A70U972E | 2020-07-04     | 624536              | vitale.lucrezia@costa.it             |
| 4505 |        75 | Gastone       | Martino    | 1976-10-08    | BIDTKQ19J91G377A | 2020-11-07     | 624537              | jmazza@yahoo.it                      |
| 4508 |         6 | Alighieri     | Giordano   | 1983-06-23    | FJQXGR19L17D780F | 2019-06-12     | 624540              | osvaldo.sorrentino@pellegrini.org    |
| 4509 |        57 | Maruska       | De Angelis | 1978-01-09    | QBZPPE52P87I097R | 2020-01-14     | 624541              | ferri.tolomeo@benedetti.com          |
| 4510 |        73 | Maruska       | Rossi      | 1993-10-29    | XUYZTZ68V08K956V | 2020-08-20     | 624542              | giovanna65@email.it                  |
| 4511 |        37 | Leonardo      | Pellegrino | 1990-07-11    | INMMYK92C33X493N | 2020-03-23     | 624543              | gastone.silvestri@rossetti.net       |
| 4512 |        49 | Mauro         | Gentile    | 1976-04-17    | YXLUNI31R29U982N | 2019-04-30     | 624544              | silverio79@libero.it                 |
| 4513 |        48 | Edipo         | Coppola    | 1987-10-25    | QHWBWA91U47K450Z | 2018-12-01     | 624545              | nadir39@libero.it                    |
| 4515 |         2 | Ippolito      | Bianchi    | 1986-05-17    | GXDNIV74L57G165W | 2019-10-03     | 624547              | gentile.gianriccardo@morelli.it      |
| 4516 |         8 | Cleopatra     | Mancini    | 1993-08-21    | IVELRM08M96O093I | 2021-05-17     | 624548              | eesposito@romano.it                  |
| 4517 |        60 | Cesidia       | Mancini    | 1980-08-30    | KINFGO69O31F729F | 2018-09-17     | 624549              | mmarchetti@galli.com                 |
| 4518 |        49 | Violante      | Ferrara    | 1990-03-10    | YBWMQC69S08Y335D | 2019-06-26     | 624550              | aaron21@vitali.it                    |
| 4519 |        67 | Dindo         | Parisi     | 1979-08-11    | DGCSSP83R28D423C | 2019-10-29     | 624551              | hpellegrino@valentini.com            |
| 4521 |        58 | Lisa          | Martini    | 1984-03-30    | RAEUUC80B79I016H | 2019-09-28     | 624553              | penelope27@grasso.it                 |
| 4522 |        42 | Olimpia       | Conte      | 1976-06-03    | VTJOHV94W69B077B | 2018-06-14     | 624554              | dbernardi@yahoo.it                   |
| 4523 |        19 | Brigitta      | Cattaneo   | 1974-03-07    | WFAJGY22Y85X372P | 2018-07-31     | 624555              | edvige.rizzo@damico.com              |
| 4524 |        74 | Shaira        | De luca    | 1981-02-28    | PTUMQQ25M48R973K | 2019-09-24     | 624556              | ferdinando.mancini@yahoo.com         |
| 4525 |        75 | Carmela       | Fontana    | 1975-07-02    | CJUJDO93V18Y810R | 2019-09-08     | 624557              | gpiras@santoro.com                   |
| 4526 |        73 | Cira          | Caruso     | 1979-08-11    | PXTHMZ68F56F080S | 2020-09-16     | 624558              | gelsomina56@marino.org               |
| 4527 |        48 | Mattia        | Villa      | 1991-02-05    | DLFMGN10L47D860X | 2021-05-27     | 624559              | renzo60@bellini.com                  |
| 4528 |        60 | Abramo        | Ferri      | 1978-08-09    | YWWUIC53W09G599I | 2019-04-05     | 624560              | valdo.giordano@gmail.com             |
| 4529 |        21 | Moreno        | Grassi     | 1979-10-07    | NSXOJB88H23J207P | 2020-03-07     | 624561              | rizzo.nazzareno@hotmail.com          |
| 4532 |        38 | Cesidia       | Damico     | 1995-02-08    | TEVNIO72Y65W384L | 2020-05-15     | 624564              | enzo.ferrari@yahoo.it                |
| 4535 |        39 | Ursula        | Benedetti  | 1972-02-11    | OTWQRG88P61C176P | 2020-03-13     | 624567              | eufemia.martini@email.it             |
| 4536 |        11 | Erminia       | Marini     | 1981-10-31    | CAMYIU95G54G425J | 2018-12-30     | 624568              | anselmo22@bellini.it                 |
| 4537 |        52 | Nicoletta     | Pellegrino | 1993-07-01    | QXJOEC83P76S431O | 2020-08-10     | 624569              | jesposito@donati.com                 |
| 4539 |        23 | Rosalba       | Vitali     | 1994-01-17    | VBGVZH90I95H485Q | 2018-09-15     | 624571              | marco82@esposito.it                  |
| 4540 |        13 | Gregorio      | Fabbri     | 1990-11-21    | TEZGHJ49M20L625V | 2020-01-08     | 624572              | tancredi96@mazza.it                  |
| 4541 |        59 | Bibiana       | Grassi     | 1978-10-09    | ZXYJDY67A69V568K | 2018-11-21     | 624573              | celeste.piras@mazza.com              |
| 4542 |        67 | Renato        | Battaglia  | 1992-03-26    | JVGHEI21D25J591Z | 2019-06-05     | 624574              | namato@email.it                      |
| 4543 |        72 | Radames       | Bellini    | 1983-09-17    | JXVPAE44X16D092O | 2020-10-18     | 624575              | giulietta67@email.it                 |
| 4544 |        23 | Iacopo        | Romano     | 1977-12-08    | MIYPQS48R54Q535G | 2018-06-09     | 624576              | gianantonio12@yahoo.it               |
| 4545 |        68 | Artemide      | Sorrentino | 1976-06-14    | FBPXQL53X92U114K | 2020-12-11     | 624577              | dante80@rinaldi.com                  |
